gender,age,job,marital,education,default,housing,loan,contact,term_deposit
male,36,admin.,married,university.degree,yes,no,no,cellular,no
female,48,blue-collar,married,basic.9y,yes,no,no,cellular,no
female,45,self-employed,married,basic.4y,no,no,no,cellular,no
male,37,admin.,married,university.degree,yes,no,no,cellular,no
male,37,admin.,married,university.degree,yes,yes,no,cellular,no
male,59,retired,married,high.school,no,yes,yes,telephone,no
female,36,technician,divorced,university.degree,no,yes,no,cellular,no
male,46,technician,single,university.degree,no,no,no,cellular,no
male,50,admin.,married,university.degree,no,no,no,cellular,no
female,38,housemaid,married,basic.4y,no,no,no,cellular,no
male,34,technician,married,high.school,no,yes,no,cellular,no
male,39,admin.,single,high.school,no,no,yes,cellular,no
male,56,retired,married,high.school,yes,yes,no,cellular,no
male,33,admin.,married,university.degree,yes,yes,yes,cellular,no
female,31,services,married,professional.course,yes,yes,no,cellular,no
male,56,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,53,blue-collar,married,basic.9y,yes,yes,no,cellular,no
female,45,blue-collar,married,basic.9y,no,yes,no,cellular,no
male,44,admin.,married,university.degree,no,no,no,cellular,no
female,48,services,married,basic.4y,yes,no,yes,cellular,no
female,45,self-employed,married,basic.4y,no,yes,yes,cellular,no
male,31,admin.,married,high.school,no,no,no,cellular,no
male,29,services,single,professional.course,no,yes,yes,cellular,no
male,29,technician,single,high.school,no,yes,no,cellular,no
female,48,technician,married,professional.course,no,yes,no,cellular,no
male,39,admin.,married,university.degree,no,yes,no,cellular,no
male,50,technician,married,professional.course,no,yes,no,cellular,no
male,38,admin.,married,university.degree,no,no,no,cellular,no
female,42,management,married,university.degree,yes,yes,no,cellular,no
male,29,admin.,single,university.degree,no,yes,no,cellular,no
male,38,admin.,married,university.degree,no,no,no,cellular,no
male,35,management,married,university.degree,no,yes,no,cellular,no
female,39,management,married,university.degree,no,no,no,cellular,yes
female,45,self-employed,married,basic.4y,no,yes,yes,cellular,yes
female,50,admin.,married,university.degree,no,no,no,cellular,no
female,47,management,married,high.school,no,no,no,cellular,no
female,33,admin.,married,university.degree,no,yes,no,cellular,no
male,33,admin.,married,university.degree,no,no,no,cellular,no
male,50,services,married,unknown,no,yes,no,cellular,no
male,45,admin.,divorced,university.degree,no,no,yes,cellular,no
female,39,admin.,married,university.degree,no,no,no,cellular,no
male,56,technician,married,professional.course,yes,no,yes,cellular,no
female,56,blue-collar,married,basic.4y,yes,no,yes,cellular,no
male,54,admin.,single,university.degree,yes,no,no,cellular,no
female,51,blue-collar,married,basic.4y,yes,yes,yes,cellular,no
female,45,entrepreneur,married,university.degree,no,no,no,cellular,no
male,46,admin.,married,basic.9y,no,no,no,cellular,no
female,58,admin.,married,high.school,no,yes,no,cellular,no
male,58,admin.,married,high.school,no,no,no,cellular,no
female,34,management,married,university.degree,no,no,yes,cellular,no
male,45,self-employed,married,basic.4y,no,no,no,cellular,no
female,30,admin.,married,university.degree,no,no,no,cellular,no
male,46,blue-collar,married,basic.9y,no,no,no,cellular,no
female,48,services,married,basic.4y,yes,no,no,cellular,no
female,44,unemployed,married,professional.course,yes,no,no,cellular,no
male,50,technician,married,professional.course,no,no,no,cellular,no
male,37,student,married,professional.course,yes,yes,no,cellular,no
female,37,student,married,professional.course,yes,no,no,cellular,no
male,37,admin.,single,university.degree,no,no,no,telephone,no
male,32,admin.,single,university.degree,no,yes,yes,cellular,no
male,47,management,married,high.school,no,no,no,cellular,no
female,49,technician,married,professional.course,yes,yes,no,cellular,no
male,33,unknown,married,unknown,yes,no,no,cellular,no
female,32,admin.,single,university.degree,no,no,no,cellular,no
male,47,management,married,university.degree,no,yes,no,cellular,no
female,47,management,married,university.degree,no,no,no,cellular,no
female,41,self-employed,married,university.degree,no,no,no,cellular,no
female,34,technician,single,professional.course,no,yes,yes,cellular,no
male,38,services,single,high.school,no,yes,no,cellular,no
female,56,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,48,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,33,admin.,married,university.degree,no,yes,no,cellular,no
male,30,technician,single,university.degree,yes,yes,no,cellular,no
female,57,technician,married,high.school,no,no,no,cellular,no
female,33,admin.,married,university.degree,no,yes,no,cellular,no
male,52,technician,divorced,high.school,no,yes,no,cellular,no
male,36,admin.,single,university.degree,no,no,no,cellular,no
female,36,admin.,single,university.degree,no,yes,no,cellular,no
female,57,admin.,married,university.degree,yes,yes,no,cellular,no
female,36,admin.,married,high.school,yes,yes,no,cellular,no
female,53,blue-collar,married,basic.4y,yes,yes,no,cellular,no
female,54,admin.,married,university.degree,no,yes,no,cellular,no
female,37,housemaid,married,high.school,yes,no,no,cellular,no
male,37,housemaid,married,high.school,yes,yes,no,cellular,no
female,46,technician,married,professional.course,yes,no,no,cellular,no
female,54,self-employed,married,basic.9y,yes,yes,no,cellular,yes
female,57,admin.,single,university.degree,no,no,no,cellular,no
female,48,admin.,single,university.degree,no,yes,no,cellular,no
male,50,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,48,blue-collar,married,basic.4y,yes,no,yes,cellular,no
female,50,entrepreneur,married,professional.course,no,yes,yes,cellular,no
female,41,admin.,divorced,university.degree,no,yes,no,cellular,no
female,51,technician,married,professional.course,no,yes,no,cellular,no
male,32,admin.,married,high.school,no,yes,no,cellular,no
female,42,admin.,married,university.degree,no,yes,no,cellular,no
female,39,management,married,high.school,no,no,no,cellular,no
female,47,admin.,divorced,university.degree,no,no,no,cellular,no
male,36,admin.,married,high.school,yes,no,no,cellular,no
female,32,admin.,married,high.school,no,no,no,cellular,yes
male,48,admin.,married,university.degree,no,yes,no,cellular,no
female,35,technician,married,professional.course,no,no,no,cellular,no
male,50,blue-collar,married,basic.9y,no,no,no,cellular,no
male,30,admin.,single,university.degree,no,no,no,cellular,no
female,31,housemaid,married,basic.4y,no,no,no,cellular,no
male,31,housemaid,married,basic.4y,no,yes,no,cellular,no
female,48,technician,married,university.degree,yes,yes,no,cellular,no
male,48,blue-collar,married,unknown,yes,yes,yes,cellular,no
male,50,admin.,married,basic.9y,no,yes,no,cellular,no
female,50,admin.,married,basic.9y,no,no,no,cellular,no
female,55,retired,married,professional.course,no,yes,no,cellular,no
female,34,admin.,single,university.degree,no,yes,no,cellular,no
male,52,technician,married,professional.course,no,yes,no,cellular,no
male,38,technician,married,high.school,no,yes,no,cellular,no
female,45,admin.,married,basic.9y,no,no,no,cellular,no
female,56,technician,married,professional.course,no,yes,no,cellular,no
female,42,admin.,married,university.degree,yes,yes,no,cellular,no
male,52,technician,single,professional.course,no,yes,no,cellular,no
female,39,management,married,high.school,no,no,no,cellular,no
female,48,blue-collar,married,basic.4y,yes,no,no,cellular,no
female,60,retired,married,professional.course,no,yes,no,cellular,no
male,32,admin.,divorced,university.degree,no,yes,no,telephone,no
male,48,blue-collar,married,basic.4y,yes,no,yes,cellular,no
female,39,admin.,married,university.degree,no,yes,no,cellular,no
female,40,admin.,single,university.degree,no,yes,no,cellular,no
male,34,technician,single,university.degree,no,yes,no,cellular,no
male,55,admin.,married,unknown,yes,yes,no,cellular,no
female,44,self-employed,married,university.degree,no,no,no,cellular,no
female,45,blue-collar,married,basic.9y,no,yes,no,cellular,yes
female,49,technician,married,professional.course,yes,yes,no,cellular,no
male,58,unemployed,married,professional.course,yes,yes,no,cellular,no
female,34,admin.,single,university.degree,no,no,no,cellular,no
male,30,admin.,single,university.degree,no,no,no,cellular,yes
female,45,blue-collar,married,high.school,yes,no,no,cellular,no
female,56,admin.,married,university.degree,no,no,yes,cellular,no
male,48,blue-collar,married,basic.4y,yes,yes,yes,cellular,no
male,48,blue-collar,married,basic.4y,yes,no,yes,cellular,no
female,58,unemployed,married,professional.course,yes,yes,no,cellular,no
female,50,entrepreneur,married,professional.course,yes,yes,no,cellular,no
male,44,self-employed,married,university.degree,no,no,no,cellular,no
male,37,housemaid,married,high.school,yes,no,yes,cellular,no
female,51,technician,divorced,professional.course,no,yes,no,cellular,no
female,38,housemaid,married,basic.6y,no,yes,no,cellular,no
male,58,unemployed,married,professional.course,yes,no,no,cellular,no
female,34,admin.,single,university.degree,no,yes,no,cellular,no
female,31,admin.,single,university.degree,no,no,yes,cellular,no
female,30,technician,single,professional.course,no,yes,no,cellular,yes
male,36,admin.,married,high.school,yes,yes,yes,cellular,no
male,45,technician,married,university.degree,no,no,no,telephone,no
male,32,admin.,married,university.degree,no,no,no,cellular,no
female,45,blue-collar,married,basic.4y,no,yes,yes,cellular,no
male,31,technician,married,university.degree,no,yes,yes,cellular,no
male,38,management,married,university.degree,no,yes,no,telephone,no
female,38,admin.,married,university.degree,no,yes,no,cellular,no
male,30,admin.,single,university.degree,no,no,no,cellular,no
male,30,technician,single,professional.course,no,yes,no,cellular,no
female,34,technician,single,university.degree,no,yes,no,cellular,no
male,59,unemployed,married,professional.course,no,no,no,cellular,no
male,31,admin.,married,university.degree,no,no,no,cellular,no
female,34,admin.,single,university.degree,no,yes,no,cellular,no
male,56,admin.,married,basic.4y,no,no,no,cellular,no
female,30,admin.,married,high.school,no,no,no,cellular,no
female,30,admin.,single,university.degree,no,no,yes,cellular,no
female,46,services,married,basic.6y,no,yes,no,cellular,no
female,51,admin.,divorced,university.degree,no,yes,no,cellular,no
female,46,technician,married,professional.course,yes,yes,no,cellular,no
female,34,admin.,married,university.degree,no,yes,no,cellular,no
female,39,management,married,high.school,no,no,no,cellular,no
female,47,technician,married,high.school,yes,yes,no,cellular,no
female,33,self-employed,married,university.degree,no,no,no,cellular,no
female,44,blue-collar,married,professional.course,no,no,no,cellular,no
male,33,technician,single,professional.course,no,no,no,cellular,no
female,51,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,51,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,51,blue-collar,married,basic.4y,yes,no,no,cellular,no
male,42,admin.,married,university.degree,no,yes,no,cellular,no
female,51,blue-collar,married,basic.4y,yes,yes,yes,cellular,no
female,31,technician,single,professional.course,no,no,no,cellular,yes
female,31,entrepreneur,married,university.degree,no,yes,no,cellular,no
male,31,entrepreneur,married,university.degree,no,no,no,cellular,no
female,34,admin.,single,university.degree,no,yes,yes,cellular,no
male,50,entrepreneur,married,professional.course,yes,yes,no,cellular,yes
female,35,technician,married,high.school,no,no,no,telephone,yes
female,31,admin.,married,university.degree,no,no,yes,cellular,no
male,37,technician,married,professional.course,no,no,no,cellular,no
female,31,admin.,married,professional.course,yes,yes,no,cellular,no
male,38,technician,divorced,professional.course,no,yes,no,cellular,no
female,33,admin.,married,university.degree,no,no,no,cellular,no
female,38,technician,divorced,professional.course,no,yes,no,cellular,no
male,32,admin.,married,high.school,no,no,no,cellular,no
female,38,technician,divorced,professional.course,no,yes,no,cellular,no
female,47,services,married,high.school,no,no,no,cellular,no
female,57,admin.,married,university.degree,yes,yes,no,cellular,no
male,51,technician,divorced,professional.course,no,no,yes,cellular,no
female,50,unemployed,married,professional.course,yes,no,no,cellular,no
female,36,technician,divorced,university.degree,no,yes,no,cellular,no
male,50,unemployed,married,professional.course,yes,yes,no,cellular,no
female,57,retired,married,professional.course,no,yes,no,cellular,no
male,33,technician,married,high.school,yes,no,no,cellular,no
male,35,admin.,single,university.degree,no,yes,no,cellular,no
female,47,self-employed,married,basic.9y,no,yes,no,cellular,no
female,33,housemaid,married,basic.9y,no,yes,no,cellular,no
male,51,technician,married,university.degree,yes,no,no,cellular,no
male,34,technician,married,professional.course,no,yes,no,cellular,no
female,31,admin.,single,university.degree,no,yes,no,cellular,no
female,34,technician,married,professional.course,no,no,no,cellular,no
female,52,blue-collar,married,high.school,no,no,no,cellular,no
female,46,entrepreneur,married,basic.9y,no,no,no,cellular,no
